index,Ru1,Ru2,Ru3,v1,v2,v3,v4,v5,boundrary area (m2),length (m),width (m),travel length (m),mobile robot travel time (min),number of assembly sequences,robot viability rating [roof panels] (0 to 1),number of roof panels,robot viability rating [wall panels] (0 to 1),number of wall panels,total number of panels,total weight (kg),embodied carbon (kgCO2e),max deflection (cm),required quantity of CLT master panels for fabrication,number of assembly sequences requiring extra support
442,2,0,6,1,41,52,1,1,84,7,12,2147,80,36,0.47,36,0.55,50,86,8495.834938,3713,0.251338,3.2,11
443,0,12,8,1,30,49,1,1,88,11,8,2051,76,34,0.45,34,0.59,49,83,8585.480915,3752,0.279894,3.28,7
444,6,14,9,1,51,51,1,2,120,10,12,2564,96,35,0.49,35,0.54,50,85,8255.946689,3608,0.311494,3.14,6
445,3,20,4,1,40,57,0,0,88,11,8,1991,74,34,0.45,34,0.5,51,85,8528.518387,3727,0.234451,3.24,7
446,4,15,4,2,33,43,1,1,98,14,7,2117,79,31,0.42,31,0.56,50,81,8551.798335,3737,0.222769,3.16,7
447,2,19,9,2,41,40,1,1,110,10,11,2357,88,33,0.47,33,0.58,49,82,8540.996527,3732,0.256255,3.27,7
448,4,19,3,3,37,60,0,2,121,11,11,2280,85,34,0.43,34,0.53,52,86,8696.672574,3800,0.284653,3.08,8
449,1,2,11,0,36,45,1,1,88,11,8,1806,67,33,0.49,33,0.55,51,84,8830.557459,3859,0.248235,3.21,10
450,3,9,2,1,62,56,1,2,110,11,10,1938,72,32,0.45,32,0.55,51,83,8103.262129,3541,0.26362,3.11,9
451,4,18,15,2,38,65,1,0,98,14,7,1806,67,31,0.41,31,0.6,47,78,8060.739582,3523,0.240793,3.08,8
452,2,9,4,0,37,50,1,2,110,10,11,2504,93,33,0.51,33,0.54,50,83,8477.089047,3704,0.287502,3.16,6
453,3,4,10,2,31,48,2,0,110,11,10,1953,73,32,0.43,32,0.53,50,82,8573.390801,3747,0.257266,3.21,7
454,0,11,8,3,41,40,1,2,98,14,7,2063,77,30,0.43,30,0.53,49,79,8576.681358,3748,0.259741,3.16,6
455,6,5,15,2,56,50,1,1,121,11,11,2064,77,33,0.46,33,0.53,53,86,8418.374851,3679,0.245142,3.13,6
456,1,4,9,3,37,64,1,0,98,7,14,2111,79,34,0.52,34,0.54,50,84,8383.148652,3663,0.270482,3.05,12
457,4,4,6,1,49,69,1,1,98,14,7,2129,79,30,0.43,30,0.61,49,79,7975.918617,3485,0.223958,3.07,6
458,5,15,9,3,45,49,0,1,80,10,8,1793,67,32,0.45,32,0.55,50,82,8562.131622,3742,0.242011,3.1,6
460,3,16,16,1,68,69,2,2,112,14,8,2238,83,32,0.45,32,0.57,51,83,7743.214858,3384,0.261957,2.93,9
461,3,6,3,2,49,55,1,1,105,15,7,2060,77,34,0.45,34,0.57,51,85,8471.794853,3702,0.231094,3.14,5
462,6,4,14,1,65,62,1,0,77,7,11,1827,68,33,0.45,33,0.57,50,83,7834.882807,3424,0.277143,2.94,7
463,1,2,6,2,56,61,1,2,112,14,8,2402,90,31,0.44,31,0.53,52,83,8174.57128,3572,0.250018,3.08,7
464,1,10,4,1,37,63,1,2,112,14,8,2126,79,31,0.45,31,0.55,50,81,8283.210174,3620,0.271796,3.24,8
465,7,14,13,1,43,40,1,0,112,14,8,2070,77,32,0.42,32,0.51,52,84,8682.694717,3794,0.318999,3.24,9
466,2,8,13,1,55,67,2,1,110,10,11,2138,80,33,0.49,33,0.6,49,82,7896.76896,3451,0.252622,3.06,5
467,4,4,10,1,59,52,1,1,110,11,10,2027,76,37,0.51,37,0.64,48,85,7972.290282,3484,0.254333,3.02,11
468,5,1,5,1,41,34,1,1,110,10,11,2039,76,34,0.45,34,0.56,50,84,8737.751845,3818,0.262641,3.27,6
469,3,14,16,1,51,35,1,0,98,14,7,1886,70,35,0.48,35,0.56,49,84,8534.958002,3730,0.298224,3.21,9
470,5,12,10,1,61,53,0,2,84,7,12,1857,69,36,0.51,36,0.49,52,88,8384.491247,3664,0.263026,3.12,12
471,3,19,1,0,61,59,1,1,112,14,8,2151,80,32,0.45,32,0.58,51,83,8107.327606,3543,0.272095,2.95,7
472,3,2,6,1,68,54,2,1,112,14,8,2282,85,32,0.48,32,0.58,51,83,8272.41483,3615,0.237536,3.12,8
473,6,3,1,1,43,68,0,0,112,14,8,1910,71,31,0.43,31,0.53,50,81,8280.048286,3618,0.283736,3.15,6
474,2,19,13,3,54,54,2,1,110,10,11,1919,72,33,0.51,33,0.53,50,83,8274.559027,3616,0.241469,3.06,10
475,3,13,16,1,40,64,2,0,104,13,8,2283,85,32,0.41,32,0.55,50,82,8233.140273,3598,0.226003,3.15,10
476,6,3,14,2,59,33,0,2,88,11,8,1722,64,33,0.45,33,0.54,51,84,8716.046687,3809,0.271504,3.25,8
477,5,6,8,3,42,61,0,1,121,11,11,2406,90,33,0.47,33,0.56,50,83,8485.944729,3708,0.251559,3.04,7
478,1,8,6,2,40,43,1,0,110,10,11,1956,73,33,0.47,33,0.52,50,83,8472.090277,3702,0.280389,3.2,9
479,1,2,11,3,63,56,0,1,88,11,8,1778,66,33,0.46,33,0.57,49,82,8057.887617,3521,0.237871,2.96,9
480,6,21,5,1,48,57,1,1,98,7,14,1958,73,35,0.5,35,0.59,49,84,8311.999045,3632,0.253632,3.2,7
481,0,4,12,3,56,42,1,0,110,11,10,1817,68,32,0.44,32,0.55,51,83,8388.638514,3666,0.35005,2.95,8
482,6,9,1,2,69,49,1,0,88,11,8,1832,68,33,0.44,33,0.55,52,85,8323.827128,3638,0.260329,3.12,7
483,1,3,12,3,37,50,2,1,121,11,11,2184,81,33,0.47,33,0.56,50,83,8524.532266,3725,0.258805,3.09,10
484,3,4,4,1,36,69,0,1,98,14,7,2090,78,30,0.43,30,0.6,49,79,8128.928894,3552,0.224742,3.08,8
485,6,15,15,1,48,38,1,2,80,10,8,1556,58,32,0.44,32,0.49,50,82,8736.533456,3818,0.30013,3.25,9
486,4,9,0,2,47,43,1,1,110,11,10,1776,66,32,0.43,32,0.6,49,81,8608.386791,3762,0.273544,3.23,7
487,3,4,1,3,66,57,1,1,98,14,7,1997,74,30,0.44,30,0.58,50,80,8093.340116,3537,0.271839,2.95,8
488,1,10,15,1,54,61,2,1,121,11,11,1917,71,33,0.45,33,0.58,50,83,8167.484499,3569,0.237349,3.14,7
489,6,8,12,3,48,58,0,1,77,7,11,1814,68,33,0.49,33,0.52,49,82,8181.721248,3575,0.243491,2.99,8
490,6,3,11,3,31,52,2,2,121,11,11,2144,80,33,0.47,33,0.5,52,85,8818.949878,3854,0.276546,3.24,7
491,7,16,12,0,60,58,2,2,121,11,11,2736,102,34,0.49,34,0.51,52,86,8293.591882,3624,0.250278,2.96,9
492,5,11,11,1,64,53,1,0,121,11,11,2001,75,33,0.44,33,0.55,50,83,8141.576354,3558,0.24555,3.07,8
493,0,1,5,3,57,59,1,1,112,14,8,2072,77,32,0.46,32,0.62,50,82,8145.615585,3560,0.281969,2.96,6
494,3,17,15,2,48,35,1,1,121,11,11,2412,90,38,0.51,38,0.56,50,88,8698.518632,3801,0.284173,3.23,11
495,7,21,11,2,31,63,2,1,105,15,7,2649,99,34,0.4,34,0.56,51,85,8430.451106,3684,0.241681,3.14,9
496,6,7,10,1,44,34,1,0,121,11,11,2303,86,33,0.46,33,0.53,51,84,8799.818979,3846,0.278021,3.27,8
497,2,13,7,0,67,63,0,1,110,10,11,2333,87,34,0.49,34,0.6,49,83,7840.300085,3426,0.251565,2.87,5
498,5,6,1,0,69,40,0,1,112,14,8,2147,80,31,0.45,31,0.58,50,81,8355.103472,3651,0.259151,3.08,6
499,4,22,8,3,40,32,1,1,105,15,7,2118,79,34,0.43,34,0.53,51,85,8973.738606,3922,0.326623,3.37,10
500,6,8,4,1,39,68,1,0,110,10,11,1857,69,33,0.47,33,0.53,51,84,8334.093962,3642,0.268236,3.1,11
501,1,1,11,2,32,33,0,2,80,10,8,1799,67,34,0.48,34,0.52,50,84,8828.569132,3858,0.308306,3.29,12
502,5,17,15,1,57,52,2,1,104,13,8,1958,73,32,0.45,32,0.52,52,84,8380.977196,3662,0.222425,3.1,8
503,0,12,5,2,52,60,1,2,121,11,11,2153,80,34,0.44,34,0.55,52,86,8342.202131,3646,0.265914,3.12,9
504,4,6,8,0,57,33,0,2,90,15,6,2055,77,33,0.44,33,0.52,50,83,8748.415231,3823,0.371831,3.17,6
505,6,3,6,0,65,38,1,1,112,14,8,2067,77,31,0.46,31,0.6,49,80,8343.84969,3646,0.274769,3.06,7
506,5,3,7,3,59,37,0,1,112,14,8,2201,82,31,0.45,31,0.56,49,80,8552.755026,3738,0.275206,3.16,6
507,1,22,16,0,34,45,2,0,120,10,12,1991,74,35,0.51,35,0.49,53,88,8850.302162,3868,0.259882,3.24,14
508,3,16,15,2,62,31,1,1,88,11,8,2016,75,32,0.41,32,0.56,49,81,8563.119753,3742,0.31896,3.28,7
509,2,6,6,2,60,69,0,2,121,11,11,2307,86,33,0.46,33,0.52,50,83,7980.13112,3487,0.229127,3.04,6
510,3,2,9,0,37,37,0,1,88,11,8,1877,70,32,0.39,32,0.56,50,82,8715.943404,3809,0.303859,3.22,8
511,3,19,12,1,69,69,2,0,121,11,11,2379,89,34,0.44,34,0.57,51,85,7838.271781,3425,0.225498,2.95,7
512,1,6,13,3,30,31,2,0,112,14,8,2165,81,31,0.47,31,0.46,54,85,9287.466311,4059,0.290963,3.54,10
513,1,4,4,1,57,52,1,0,110,10,11,2157,80,33,0.51,33,0.52,51,84,8270.613493,3614,0.251675,3.1,7
514,3,7,12,1,34,66,1,1,98,14,7,2048,76,30,0.42,30,0.54,51,81,8162.949907,3567,0.231026,3.06,9
515,6,21,15,2,52,49,1,1,110,10,11,1718,64,33,0.51,33,0.59,49,82,8430.746537,3684,0.276343,3.21,9
516,1,12,16,2,43,47,2,2,80,10,8,1641,61,32,0.48,32,0.5,50,82,8550.187878,3736,0.27308,3.2,12
517,1,12,4,2,42,54,2,0,104,13,8,2193,82,32,0.45,32,0.49,51,83,8405.711363,3673,0.252636,3.12,9
518,3,21,6,1,38,37,1,2,110,11,10,1712,64,32,0.45,32,0.55,49,81,8668.706624,3788,0.273516,3.26,6
519,6,13,14,1,62,48,2,2,110,10,11,1898,71,34,0.48,34,0.54,50,84,8348.782297,3648,0.277758,3.12,7
520,3,17,14,2,34,43,1,2,112,14,8,2412,90,32,0.42,32,0.54,50,82,8636.228073,3774,0.274688,3.28,12
521,1,6,1,2,37,42,1,2,88,11,8,1809,67,33,0.44,33,0.49,51,84,8891.694977,3886,0.285799,3.38,9
522,3,5,9,1,66,39,1,0,110,11,10,2141,80,32,0.46,32,0.5,51,83,8397.147346,3670,0.259937,3.17,8
523,6,19,12,1,35,59,1,2,121,11,11,2178,81,33,0.47,33,0.52,52,85,8568.541269,3744,0.282427,3.28,9
524,3,18,15,2,45,69,2,1,98,14,7,1935,72,31,0.42,31,0.56,51,82,8094.654569,3537,0.221749,2.96,7
525,1,8,2,3,50,59,0,1,77,7,11,1799,67,33,0.51,33,0.52,50,83,8116.49,3547,0.233942,2.96,9
526,2,11,7,2,66,67,0,1,121,11,11,2078,77,33,0.48,33,0.62,49,82,7885.583394,3446,0.245367,3.06,8
527,2,5,5,2,70,70,1,1,77,7,11,1739,65,33,0.46,33,0.61,49,82,7714.602498,3371,0.23051,2.92,8
528,2,5,9,2,65,46,1,0,98,7,14,2373,88,34,0.51,34,0.52,51,85,8193.623654,3581,0.244064,3.06,9
529,4,11,14,1,60,39,1,1,105,15,7,2499,93,34,0.45,34,0.54,52,86,8507.813759,3718,0.326258,3.12,9
530,6,19,1,0,59,56,2,2,88,11,8,1769,66,32,0.44,32,0.5,52,84,8252.481429,3606,0.264783,2.95,7
531,4,6,14,3,31,65,2,1,105,15,7,2673,100,34,0.45,34,0.52,52,86,8566.426113,3744,0.224545,3.03,5
532,3,17,5,0,69,70,1,1,88,11,8,2070,77,32,0.48,32,0.64,49,81,7756.309022,3390,0.225114,2.82,9
533,4,4,10,3,42,45,1,2,110,11,10,1892,71,32,0.44,32,0.6,47,79,8491.37144,3711,0.302349,3.16,9
534,2,20,13,1,64,65,0,0,88,11,8,2043,76,31,0.4,31,0.51,53,84,8177.09653,3573,0.246074,3.07,10
535,6,0,1,3,33,68,1,0,80,10,8,1707,64,34,0.48,34,0.58,50,84,8299.369092,3627,0.248282,2.96,10
536,3,2,13,1,59,42,1,1,104,13,8,2102,78,32,0.44,32,0.57,52,84,8492.194327,3711,0.309749,3.3,7
537,4,19,0,0,49,48,1,2,88,11,8,1983,74,38,0.5,38,0.6,49,87,8405.758983,3673,0.282267,3.05,8
538,5,3,7,1,50,67,2,1,112,14,8,2309,86,31,0.48,31,0.55,52,83,8225.560569,3595,0.252105,3.14,7
539,6,10,11,0,44,59,2,1,88,11,8,2018,75,31,0.46,31,0.53,51,82,8443.993385,3690,0.237398,3.09,6
540,6,2,11,3,50,56,1,2,112,14,8,2144,80,31,0.47,31,0.52,51,82,8324.065046,3638,0.294067,3.04,6
541,6,19,3,2,64,68,0,0,112,14,8,1995,74,31,0.44,31,0.62,48,79,7832.586292,3423,0.238137,3.08,6
542,0,13,2,3,59,45,1,0,98,14,7,1926,72,31,0.43,31,0.53,50,81,8234.330814,3598,0.29626,2.95,8
543,7,4,4,1,30,49,2,1,98,14,7,1965,73,30,0.43,30,0.6,49,79,8484.252461,3708,0.3031,3.21,6
544,1,9,10,1,33,38,2,2,80,8,10,1815,68,32,0.45,32,0.46,50,82,8729.474273,3815,0.283302,3.26,8
545,1,22,12,2,61,33,0,1,105,7,15,2199,82,37,0.51,37,0.57,50,87,8605.25931,3760,0.272338,3.26,11
546,6,10,7,0,59,59,1,1,88,8,11,1815,68,33,0.49,33,0.6,50,83,8133.976825,3555,0.235717,2.99,7
547,7,21,8,2,50,32,2,2,72,18,4,2414,90,32,0.42,32,0.51,52,84,8872.880331,3877,0.327245,3.35,9
548,7,6,2,1,43,69,1,1,110,11,10,1785,67,32,0.46,32,0.6,50,82,8050.778544,3518,0.260113,3.04,7
549,2,18,11,2,59,52,0,1,105,7,15,2477,92,37,0.5,37,0.59,49,86,8039.309332,3513,0.249397,3.05,5
550,3,18,1,0,62,56,0,2,98,14,7,2127,79,31,0.42,31,0.56,50,81,8045.615031,3516,0.308048,2.98,10
551,4,21,10,1,59,47,2,1,98,14,7,2019,75,30,0.47,30,0.59,50,80,8233.827467,3598,0.231602,3.12,6
552,6,10,15,0,59,66,0,0,80,10,8,1677,63,31,0.43,31,0.53,51,82,8133.68559,3554,0.268503,2.96,6
553,6,17,6,0,68,60,2,2,80,10,8,1662,62,32,0.48,32,0.54,50,82,7869.233475,3439,0.245885,2.84,6
554,0,16,10,1,40,60,2,2,112,14,8,2654,99,32,0.44,32,0.5,52,84,8403.624397,3672,0.260622,3.12,6
555,0,2,8,0,42,67,2,0,121,11,11,2184,81,34,0.43,34,0.57,50,84,8180.833041,3575,0.264886,3.08,9
556,5,3,8,2,49,63,2,2,121,11,11,2154,80,33,0.48,33,0.45,53,86,8460.219761,3697,0.243953,3.12,7
557,4,2,13,0,69,46,1,1,104,13,8,2103,78,32,0.45,32,0.59,52,84,8143.758426,3559,0.276701,2.98,7
558,3,2,6,2,60,64,2,1,112,14,8,2297,86,32,0.43,32,0.57,50,82,8083.744331,3533,0.223918,2.95,7
559,7,15,12,0,43,47,0,0,121,11,11,2121,79,34,0.48,34,0.54,50,84,8593.020845,3755,0.351803,3.15,7
560,5,15,14,2,57,66,1,0,110,10,11,1982,74,33,0.49,33,0.58,50,83,8027.997933,3508,0.285154,2.98,8
561,1,18,10,3,63,44,2,0,105,7,15,2405,90,37,0.56,37,0.51,53,90,8375.04684,3660,0.269177,2.93,6
562,5,0,11,2,34,52,1,2,80,10,8,1826,68,32,0.42,32,0.57,48,80,8279.152797,3618,0.278653,3.17,5
563,5,9,1,2,67,47,1,0,110,10,11,1920,72,33,0.54,33,0.54,50,83,8196.461453,3582,0.266908,3.12,11
564,6,11,9,0,43,57,1,2,105,7,15,2249,84,37,0.5,37,0.54,52,89,8642.373825,3777,0.265346,3.2,10
565,1,12,7,2,68,69,1,1,110,10,11,1902,71,34,0.49,34,0.63,49,83,7766.490291,3394,0.244079,3.02,14
566,1,1,3,2,35,53,2,1,110,10,11,1931,72,34,0.5,34,0.58,49,83,8403.187879,3672,0.246616,3.15,13
567,3,5,2,2,68,68,2,1,98,14,7,2040,76,30,0.44,30,0.57,51,81,7780.987473,3400,0.221255,2.85,5
568,7,3,10,1,34,48,1,2,110,11,10,2084,78,32,0.45,32,0.55,50,82,8515.666101,3721,0.247461,3.21,9
569,7,2,6,1,57,62,2,0,112,14,8,1940,72,32,0.43,32,0.55,51,83,8284.186934,3620,0.327163,3.15,7
570,7,13,15,2,32,51,1,2,98,14,7,1935,72,31,0.4,31,0.55,49,80,8455.382055,3695,0.2898,3.24,9
571,1,16,8,0,45,47,1,1,104,13,8,2315,86,32,0.46,32,0.55,50,82,8635.011585,3774,0.276108,3.12,6
572,4,10,15,1,39,30,1,1,98,14,7,2202,82,30,0.42,30,0.54,50,80,8756.199924,3826,0.331369,3.27,9
573,2,22,5,1,62,55,1,1,84,7,12,1724,64,35,0.5,35,0.6,48,83,8239.945907,3601,0.256964,3.25,13
574,3,7,3,0,46,48,1,2,98,14,7,2156,80,30,0.43,30,0.54,50,80,8555.124861,3739,0.277038,3.18,7
575,2,1,7,2,58,40,1,0,110,10,11,2348,88,34,0.46,34,0.54,50,84,8241.484047,3602,0.280214,3.14,8
576,2,9,13,1,61,34,0,2,110,10,11,2183,81,33,0.49,33,0.53,51,84,8430.395674,3684,0.281698,3.2,7
577,1,14,14,2,36,66,1,0,104,13,8,1926,72,32,0.45,32,0.51,51,83,8366.626878,3656,0.259595,3.11,10
578,4,2,4,2,35,68,0,1,112,14,8,2246,84,32,0.45,32,0.57,51,83,8194.519336,3581,0.223359,3.1,6
579,6,4,7,0,36,37,2,0,110,10,11,1916,71,33,0.46,33,0.49,51,84,8778.355576,3836,0.288811,3.25,6
580,5,6,13,2,59,44,1,0,112,14,8,2157,80,31,0.46,31,0.5,52,83,8526.111283,3726,0.280434,3.26,9
581,3,1,12,2,68,67,0,0,98,14,7,1832,68,31,0.44,31,0.64,45,76,7474.445832,3266,0.268189,2.9,8
582,4,10,16,3,43,43,1,2,110,11,10,2211,82,32,0.44,32,0.59,49,81,8566.541898,3744,0.287473,3.14,7
583,2,6,15,0,64,47,2,2,112,14,8,2408,90,31,0.48,31,0.49,52,83,8485.107457,3708,0.244035,3.08,8
584,6,21,7,0,62,34,1,1,110,10,11,1910,71,33,0.48,33,0.54,50,83,8360.992503,3654,0.268851,3.06,8
585,4,1,3,0,47,42,2,1,98,14,7,2093,78,31,0.43,31,0.51,52,83,8629.677532,3771,0.36959,3.18,9
586,4,6,12,2,54,34,1,0,90,15,6,2231,83,32,0.42,32,0.51,52,84,8643.11112,3777,0.212079,3.28,5
587,6,3,8,1,62,33,0,1,121,11,11,2289,85,33,0.47,33,0.53,52,85,8754.565765,3826,0.262236,3.25,7
588,3,10,15,1,70,42,0,1,98,14,7,2198,82,30,0.43,30,0.56,50,80,8218.993667,3592,0.328341,3.1,10
589,4,9,9,3,37,52,1,1,110,11,10,1922,72,32,0.48,32,0.59,48,80,8295.761234,3625,0.250027,3.16,6
590,6,2,8,0,56,44,2,2,121,11,11,2465,92,33,0.46,33,0.48,52,85,8673.221045,3790,0.278845,3.1,6
591,4,7,4,2,63,41,1,2,110,11,10,2073,77,32,0.44,32,0.59,49,81,8240.549551,3601,0.278296,3.1,9
592,4,9,15,1,43,57,2,2,98,14,7,1905,71,30,0.44,30,0.51,51,81,8281.599911,3619,0.258837,3.12,8
593,4,14,6,1,64,44,1,1,98,14,7,2211,82,35,0.5,35,0.58,50,85,8289.783016,3623,0.360712,3.09,9
594,1,1,6,2,64,37,2,0,110,10,11,1982,74,34,0.52,34,0.53,51,85,8347.144124,3648,0.281353,3.12,13
595,5,16,2,1,45,32,2,1,120,10,12,2273,85,35,0.48,35,0.56,50,85,8818.145037,3854,0.272393,3.41,8
596,1,19,12,1,56,64,0,0,110,10,11,1892,71,33,0.49,33,0.53,52,85,8133.473395,3554,0.258695,2.96,12
597,2,9,2,0,67,50,0,0,110,10,11,2136,80,33,0.48,33,0.54,50,83,8079.851791,3531,0.258191,2.93,5
598,6,14,6,2,36,66,2,1,105,7,15,2433,91,37,0.48,37,0.52,52,89,8680.203059,3793,0.232632,3.24,8
599,6,12,4,1,61,41,1,1,104,13,8,1814,68,32,0.47,32,0.58,49,81,8383.274072,3663,0.26526,3.25,10
600,4,15,16,2,31,67,1,0,68,17,4,1955,73,29,0.4,29,0.62,46,75,7878.305056,3443,0.237553,3.08,6
601,4,4,14,2,67,39,0,0,77,11,7,1764,66,32,0.5,32,0.52,49,81,8149.345906,3561,0.279436,3.11,8
602,5,0,7,1,60,64,1,0,80,10,8,1637,61,32,0.46,32,0.54,51,83,8055.739722,3520,0.259562,2.96,10
603,6,19,4,3,33,63,1,1,112,14,8,1926,72,31,0.41,31,0.58,50,81,8475.971825,3704,0.232916,3.14,7
604,4,0,14,2,50,56,1,1,112,14,8,1913,71,32,0.45,32,0.59,51,83,8294.269327,3625,0.256137,3.08,8
605,4,7,8,1,58,31,2,1,77,11,7,1899,71,31,0.45,31,0.52,51,82,8563.045579,3742,0.283323,3.18,10
606,4,11,6,0,42,37,1,1,105,15,7,2250,84,34,0.46,34,0.55,51,85,8731.915613,3816,0.329891,3.19,9
607,2,3,4,1,53,48,1,1,112,14,8,2387,89,31,0.47,31,0.58,51,82,8419.465395,3679,0.237418,3.25,11
608,3,13,14,2,62,31,1,1,112,14,8,2421,90,32,0.43,32,0.53,52,84,8767.346847,3831,0.329918,3.28,10
609,5,3,1,2,45,38,2,1,112,14,8,2112,79,31,0.44,31,0.51,52,83,8827.984322,3858,0.262365,3.37,9
610,7,15,8,1,51,42,1,1,104,13,8,1902,71,32,0.41,32,0.59,50,82,8402.419964,3672,0.288815,3.14,7
611,0,14,1,0,35,46,1,1,121,11,11,1980,74,34,0.43,34,0.61,49,83,8582.626266,3751,0.290963,3.17,8
612,4,14,3,2,63,59,0,0,98,14,7,1925,72,31,0.44,31,0.59,47,78,7782.489591,3401,0.270844,2.96,9
613,3,11,6,2,32,61,2,0,105,15,7,2163,81,34,0.46,34,0.6,49,83,8324.500883,3638,0.262502,3.16,9
614,6,14,13,1,67,38,0,0,120,10,12,2166,81,35,0.49,35,0.58,50,85,8293.845919,3624,0.293078,3.27,8
615,3,19,5,2,44,56,2,0,121,11,11,2250,84,34,0.43,34,0.53,52,86,8365.003857,3656,0.228373,3.1,8
616,6,18,9,3,52,68,0,1,108,9,12,2096,78,34,0.52,34,0.56,51,85,8052.337354,3519,0.222673,2.95,9
617,0,21,4,1,40,55,1,0,90,15,6,2346,87,34,0.42,34,0.56,50,84,8442.490849,3689,0.289497,3.25,8
618,1,19,3,1,50,45,1,0,110,10,11,2265,84,33,0.48,33,0.49,51,84,8343.448473,3646,0.276024,3.12,6
619,3,15,11,1,51,37,1,1,68,17,4,2202,82,29,0.41,29,0.52,51,80,8459.691335,3697,0.257695,3.1,7
620,2,12,12,3,51,34,1,0,105,7,15,2664,99,37,0.47,37,0.56,50,87,8576.384311,3748,0.283884,3.1,10
621,1,20,15,3,36,34,1,2,88,8,11,1748,65,33,0.42,33,0.46,53,86,9003.052804,3934,0.287535,3.48,9
622,6,16,0,2,45,34,2,0,104,13,8,1979,74,32,0.45,32,0.47,52,84,8864.448033,3874,0.286183,3.25,11
623,4,4,12,2,48,67,1,2,98,14,7,1950,73,30,0.44,30,0.62,48,78,7830.654406,3422,0.253433,2.96,8
624,1,6,11,1,53,64,1,0,110,11,10,2108,79,31,0.42,31,0.51,53,84,8151.797718,3562,0.258108,3.08,9
625,1,5,14,1,53,57,2,1,112,14,8,2274,85,31,0.45,31,0.54,52,83,8221.424237,3593,0.252753,3.1,9
626,6,12,7,1,52,49,1,0,104,13,8,1995,74,32,0.43,32,0.5,52,84,8488.470961,3709,0.278323,3.1,7
627,0,15,5,2,52,37,1,2,121,11,11,2037,76,34,0.43,34,0.54,53,87,8695.085643,3800,0.252844,3.27,7
628,4,16,9,0,63,46,2,1,121,11,11,2357,88,34,0.5,34,0.61,49,83,8230.904527,3597,0.260462,2.96,8
629,2,7,9,2,48,51,1,1,80,8,10,1670,62,31,0.49,31,0.53,47,78,8032.29589,3510,0.239672,2.96,7
630,3,3,12,0,51,50,0,1,105,15,7,2622,98,34,0.46,34,0.56,51,85,8461.259693,3698,0.233527,3.06,7
631,1,9,12,1,49,63,2,2,80,8,10,1736,65,31,0.51,31,0.48,48,79,7965.226454,3481,0.245806,3.05,5
632,1,11,3,0,41,60,1,1,84,7,12,1919,72,35,0.5,35,0.56,49,84,8408.841891,3675,0.237934,3.14,10
633,4,11,7,3,44,57,1,1,105,15,7,2153,80,34,0.44,34,0.58,51,85,8372.876112,3659,0.271148,3.06,9
634,5,2,11,2,64,68,2,2,105,7,15,2322,87,36,0.5,36,0.51,54,90,8079.702229,3531,0.235914,3.02,8
635,1,3,11,3,58,54,1,2,121,11,11,2006,75,33,0.46,33,0.56,50,83,8234.371141,3598,0.288431,2.96,10
636,2,17,2,1,70,52,1,0,110,10,11,2207,82,34,0.47,34,0.57,50,84,7967.846759,3482,0.270123,2.98,9
637,2,12,2,3,42,59,0,0,108,9,12,2286,85,35,0.48,35,0.46,53,88,8566.119262,3743,0.256468,3.12,10
638,3,15,9,1,42,40,1,0,98,14,7,2186,81,31,0.42,31,0.53,49,80,8496.590042,3713,0.283435,3.23,7
639,5,1,10,2,63,49,1,0,110,10,11,1994,74,34,0.52,34,0.54,50,84,8193.709025,3581,0.25145,3.15,10
640,3,15,11,1,44,50,1,1,68,17,4,2205,82,29,0.43,29,0.52,51,80,8459.691342,3697,0.240096,3.14,7
641,2,22,8,1,40,69,1,0,120,10,12,2282,85,35,0.46,35,0.58,49,84,8200.128979,3583,0.254074,3.23,10
642,7,1,8,0,43,38,1,2,88,11,8,1730,64,32,0.41,32,0.49,52,84,8780.026221,3837,0.26718,3.19,7
643,2,7,4,1,35,47,1,2,88,11,8,1829,68,30,0.46,30,0.52,48,78,8327.08705,3639,0.2693,3.17,11
644,7,19,14,3,30,61,0,0,121,11,11,1842,69,34,0.46,34,0.57,49,83,8426.810665,3683,0.355185,3.08,7
645,6,8,10,2,59,59,1,1,98,7,14,2009,75,35,0.53,35,0.62,48,83,8004.796222,3498,0.242321,3.06,10
646,2,13,13,1,39,33,1,1,104,13,8,1988,74,32,0.42,32,0.56,49,81,8761.799079,3829,0.25718,3.28,9
647,0,17,7,0,59,38,0,1,68,17,4,2127,79,29,0.4,29,0.56,50,79,8419.725722,3679,0.31779,3.04,7
648,5,15,1,2,35,53,2,0,104,13,8,1965,73,32,0.42,32,0.53,50,82,8439.846461,3688,0.290905,3.2,9
649,1,18,6,2,60,54,2,1,120,10,12,2178,81,35,0.5,35,0.53,51,86,8314.82325,3634,0.241633,3.12,7
650,3,3,11,2,39,69,1,1,105,15,7,2418,90,34,0.43,34,0.56,50,84,8099.701114,3540,0.233253,3.05,5
651,4,3,0,2,31,43,0,1,105,15,7,2138,80,35,0.48,35,0.55,52,87,8931.169852,3903,0.236861,3.26,9
652,6,5,12,3,41,42,1,2,88,11,8,1965,73,31,0.43,31,0.5,51,82,8879.921461,3881,0.282315,3.26,7
653,2,10,10,2,49,43,2,1,121,11,11,2241,84,33,0.48,33,0.49,53,86,8813.103284,3851,0.250702,3.26,6
654,1,22,1,1,68,59,0,0,120,10,12,1965,73,35,0.5,35,0.55,52,87,8138.73028,3557,0.242485,3.1,10
